TimeStamp,srcIp,dstIp,srcPort,dstPort,result
2023-07-07 19:32:09.145238,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38333,53,BENIGN
2023-07-07 19:32:09.145298,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,52215,53,BENIGN
2023-07-07 19:32:09.153201,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,58522,BENIGN
2023-07-07 19:32:09.154122,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,46137,BENIGN
2023-07-07 19:32:09.171616,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,35029,BENIGN
2023-07-07 19:32:09.171617,8.8.8.8,192.168.43.77,53,45762,BENIGN
2023-07-07 19:32:09.172164,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,48231,BENIGN
2023-07-07 19:32:09.172796,192.168.43.77,192.0.76.3,36392,443,BENIGN
2023-07-07 19:32:09.182408,192.168.43.77,8.8.8.8,48571,53,BENIGN
2023-07-07 19:32:09.182475,192.168.43.77,8.8.8.8,56393,53,BENIGN
2023-07-07 19:32:09.182535,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,56297,53,BENIGN
2023-07-07 19:32:09.182573,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,46094,53,BENIGN
2023-07-07 19:32:09.194958,8.8.8.8,192.168.43.77,53,36089,BENIGN
2023-07-07 19:32:09.194958,8.8.8.8,192.168.43.77,53,54264,BENIGN
2023-07-07 19:32:09.194960,8.8.8.8,192.168.43.77,53,33371,BENIGN
2023-07-07 19:32:09.194958,8.8.8.8,192.168.43.77,53,52066,BENIGN
2023-07-07 19:32:09.195574,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,42123,BENIGN
2023-07-07 19:32:09.195574,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,52215,BENIGN
2023-07-07 19:32:09.195574,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,36472,BENIGN
2023-07-07 19:32:09.195574,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38333,BENIGN
2023-07-07 19:32:09.195978,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2620:1ec:c11::200,39970,443,BENIGN
2023-07-07 19:32:09.196296,8.8.8.8,192.168.43.77,53,50185,BENIGN
2023-07-07 19:32:09.196295,8.8.8.8,192.168.43.77,53,60019,BENIGN
2023-07-07 19:32:09.200152,192.168.43.77,8.8.8.8,52993,53,BENIGN
2023-07-07 19:32:09.200224,192.168.43.77,8.8.8.8,49987,53,BENIGN
2023-07-07 19:32:09.200287,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,36488,53,BENIGN
2023-07-07 19:32:09.200329,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,54720,53,BENIGN
2023-07-07 19:32:09.202252,192.168.43.77,8.8.8.8,41898,53,BENIGN
2023-07-07 19:32:09.202353,192.168.43.77,8.8.8.8,37607,53,BENIGN
2023-07-07 19:32:09.202427,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,57321,53,BENIGN
2023-07-07 19:32:09.202491,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,53682,53,BENIGN
2023-07-07 19:32:09.203097,192.168.43.77,8.8.8.8,55546,53,BENIGN
2023-07-07 19:32:09.203160,192.168.43.77,8.8.8.8,49009,53,BENIGN
2023-07-07 19:32:09.203218,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,34522,53,BENIGN
2023-07-07 19:32:09.203262,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,48772,53,BENIGN
2023-07-07 19:32:09.203796,192.168.43.77,8.8.8.8,50203,53,BENIGN
2023-07-07 19:32:09.203860,192.168.43.77,8.8.8.8,45705,53,BENIGN
2023-07-07 19:32:09.203920,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,56219,53,BENIGN
2023-07-07 19:32:09.203963,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38394,53,BENIGN
2023-07-07 19:32:09.209870,192.168.43.77,8.8.8.8,52412,53,BENIGN
2023-07-07 19:32:09.209939,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,55564,53,BENIGN
2023-07-07 19:32:09.209970,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,59364,53,BENIGN
2023-07-07 19:32:09.213023,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,55564,BENIGN
2023-07-07 19:32:09.213023,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,59364,BENIGN
2023-07-07 19:32:09.221819,8.8.8.8,192.168.43.77,53,56393,BENIGN
2023-07-07 19:32:09.222455,8.8.8.8,192.168.43.77,53,48571,BENIGN
2023-07-07 19:32:09.223047,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,51090,443,BENIGN
2023-07-07 19:32:09.223570,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,56297,BENIGN
2023-07-07 19:32:09.228342,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,46094,BENIGN
2023-07-07 19:32:09.230075,2620:1ec:c11::200,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,39970,BENIGN
2023-07-07 19:32:09.234060,192.168.43.77,8.8.8.8,60127,53,BENIGN
2023-07-07 19:32:09.234134,192.168.43.77,8.8.8.8,46261,53,BENIGN
2023-07-07 19:32:09.234199,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,58423,53,BENIGN
2023-07-07 19:32:09.234241,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,51005,53,BENIGN
2023-07-07 19:32:09.243612,192.168.43.77,8.8.8.8,56635,53,BENIGN
2023-07-07 19:32:09.243691,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,44081,53,BENIGN
2023-07-07 19:32:09.244706,192.0.76.3,192.168.43.77,443,36392,BENIGN
2023-07-07 19:32:09.244878,8.8.8.8,192.168.43.77,53,47061,BENIGN
2023-07-07 19:32:09.246369,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,44081,BENIGN
2023-07-07 19:32:09.258907,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,36488,BENIGN
2023-07-07 19:32:09.258909,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,57321,BENIGN
2023-07-07 19:32:09.258907,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,53682,BENIGN
2023-07-07 19:32:09.258909,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,34522,BENIGN
2023-07-07 19:32:09.258909,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,54720,BENIGN
2023-07-07 19:32:09.258909,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,48772,BENIGN
2023-07-07 19:32:09.258915,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38394,BENIGN
2023-07-07 19:32:09.264508,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8390:dc45:c939:60b:6417:51cc,38508,443,BENIGN
2023-07-07 19:32:09.265633,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a04:fa87:fffe::c000:4902,40858,443,BENIGN
2023-07-07 19:32:09.266721,8.8.8.8,192.168.43.77,53,49009,BENIGN
2023-07-07 19:32:09.266829,8.8.8.8,192.168.43.77,53,50203,BENIGN
2023-07-07 19:32:09.266844,8.8.8.8,192.168.43.77,53,52993,BENIGN
2023-07-07 19:32:09.267095,8.8.8.8,192.168.43.77,53,49987,BENIGN
2023-07-07 19:32:09.267096,8.8.8.8,192.168.43.77,53,37607,BENIGN
2023-07-07 19:32:09.267448,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,56219,BENIGN
2023-07-07 19:32:09.270256,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8393:82c5:4039:60c:6811:69c7,33480,443,BENIGN
2023-07-07 19:32:09.273194,8.8.8.8,192.168.43.77,53,55546,BENIGN
2023-07-07 19:32:09.276465,8.8.8.8,192.168.43.77,53,41898,BENIGN
2023-07-07 19:32:09.276525,8.8.8.8,192.168.43.77,53,45705,BENIGN
2023-07-07 19:32:09.285287,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,58423,BENIGN
2023-07-07 19:32:09.285290,8.8.8.8,192.168.43.77,53,60127,BENIGN
2023-07-07 19:32:09.285313,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,51005,BENIGN
2023-07-07 19:32:09.286293,8.8.8.8,192.168.43.77,53,56635,BENIGN
2023-07-07 19:32:09.286323,8.8.8.8,192.168.43.77,53,46261,BENIGN
2023-07-07 19:32:09.286323,2606:4700:8390:dc45:c939:60b:6417:51cc,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,38508,BENIGN
2023-07-07 19:32:09.311731,2a04:fa87:fffe::c000:4902,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,40858,BENIGN
2023-07-07 19:32:09.329418,2606:4700:90d6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,51090,BENIGN
2023-07-07 19:32:09.347733,2606:4700:8393:82c5:4039:60c:6811:69c7,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,33480,BENIGN
2023-07-07 19:32:09.365350,8.8.8.8,192.168.43.77,53,52412,BENIGN
2023-07-07 19:32:09.444498,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:814::2008,33480,443,BENIGN
2023-07-07 19:32:09.687549,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,443,47747,BENIGN
2023-07-07 19:32:09.687646,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,45080,443,BENIGN
2023-07-07 19:32:09.727523,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,45494,443,BENIGN
2023-07-07 19:32:09.734373,192.168.43.77,8.8.8.8,35484,53,BENIGN
2023-07-07 19:32:09.734524,192.168.43.77,8.8.8.8,39539,53,BENIGN
2023-07-07 19:32:09.734649,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,55527,53,BENIGN
2023-07-07 19:32:09.734741,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,45692,53,BENIGN
2023-07-07 19:32:09.771757,8.8.8.8,192.168.43.77,53,35484,BENIGN
2023-07-07 19:32:09.771757,2404:6800:4002:81a::200e,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,45494,BENIGN
2023-07-07 19:32:09.779932,8.8.8.8,192.168.43.77,53,39539,BENIGN
2023-07-07 19:32:09.780223,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,55527,BENIGN
2023-07-07 19:32:09.780548,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,45692,BENIGN
2023-07-07 19:32:09.784267,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:82f::200a,41224,443,BENIGN
2023-07-07 19:32:09.849442,2404:6800:4002:82f::200a,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,41224,BENIGN
2023-07-07 19:32:09.934265,192.168.43.77,8.8.8.8,45587,53,BENIGN
2023-07-07 19:32:09.934543,192.168.43.77,8.8.8.8,47835,53,BENIGN
2023-07-07 19:32:09.934782,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,48757,53,BENIGN
2023-07-07 19:32:09.934979,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,60919,53,BENIGN
2023-07-07 19:32:09.959411,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,48757,BENIGN
2023-07-07 19:32:09.960687,8.8.8.8,192.168.43.77,53,45587,BENIGN
2023-07-07 19:32:09.960686,8.8.8.8,192.168.43.77,53,47835,BENIGN
2023-07-07 19:32:09.962632,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8393:82c5:400c:0:6811:69c7,36378,443,BENIGN
2023-07-07 19:32:09.969775,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,60919,BENIGN
2023-07-07 19:32:09.986101,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,45494,443,BENIGN
2023-07-07 19:32:10.008544,192.168.43.77,8.8.8.8,33790,53,BENIGN
2023-07-07 19:32:10.008610,192.168.43.77,8.8.8.8,53855,53,BENIGN
2023-07-07 19:32:10.008670,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,44665,53,BENIGN
2023-07-07 19:32:10.008719,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,37691,53,BENIGN
2023-07-07 19:32:10.012038,2606:4700:8393:82c5:400c:0:6811:69c7,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,36378,BENIGN
2023-07-07 19:32:10.048454,8.8.8.8,192.168.43.77,53,53855,BENIGN
2023-07-07 19:32:10.048509,8.8.8.8,192.168.43.77,53,33790,BENIGN
2023-07-07 19:32:10.048922,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,44665,BENIGN
2023-07-07 19:32:10.052410,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2604:a880:800:10::ddf:7001,48544,443,BENIGN
2023-07-07 19:32:10.087066,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,37691,BENIGN
2023-07-07 19:32:10.090631,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,39970,443,BENIGN
2023-07-07 19:32:10.090673,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,56839,443,BENIGN
2023-07-07 19:32:10.093818,2606:4700:90d6:c099:810c:0:73c5:6b1b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,45080,BENIGN
2023-07-07 19:32:10.094895,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,443,45080,BENIGN
2023-07-07 19:32:10.108631,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,36378,443,BENIGN
2023-07-07 19:32:10.275439,192.168.43.77,8.8.8.8,60620,53,BENIGN
2023-07-07 19:32:10.275640,192.168.43.77,8.8.8.8,35210,53,BENIGN
2023-07-07 19:32:10.275805,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38833,53,BENIGN
2023-07-07 19:32:10.275967,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,37452,53,BENIGN
2023-07-07 19:32:10.302686,192.168.43.77,167.71.167.197,60188,443,BENIGN
2023-07-07 19:32:10.342277,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38833,BENIGN
2023-07-07 19:32:10.342356,8.8.8.8,192.168.43.77,53,60620,BENIGN
2023-07-07 19:32:10.346789,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,37452,BENIGN
2023-07-07 19:32:10.349945,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8390:3a10:8739:60c:6811:d2f3,39966,443,BENIGN
2023-07-07 19:32:10.350904,8.8.8.8,192.168.43.77,53,35210,BENIGN
2023-07-07 19:32:10.389517,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,53,35210,BENIGN
2023-07-07 19:32:10.412116,2606:4700:8390:3a10:8739:60c:6811:d2f3,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,39966,BENIGN
2023-07-07 19:32:10.433820,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,39966,443,BENIGN
2023-07-07 19:32:10.453865,2604:a880:800:10::ddf:7001,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,48544,BENIGN
2023-07-07 19:32:10.546885,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,44226,443,BENIGN
2023-07-07 19:32:10.547980,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8390:a240:4439:60b:6810:88ce,55258,443,BENIGN
2023-07-07 19:32:10.550001,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:821::2002,60650,443,BENIGN
2023-07-07 19:32:10.586016,2404:6800:4002:821::2002,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,60650,BENIGN
2023-07-07 19:32:10.586016,2a03:2880:f044:10:face:b00c:0:3,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,44226,BENIGN
2023-07-07 19:32:10.609731,2606:4700:8390:a240:4439:60b:6810:88ce,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,55258,BENIGN
2023-07-07 19:32:10.645409,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:814::2008,443,60650,BENIGN
2023-07-07 19:32:10.687632,167.71.167.197,192.168.43.77,443,60188,BENIGN
2023-07-07 19:32:10.713047,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,43231,443,BENIGN
2023-07-07 19:32:10.869855,192.168.43.77,8.8.8.8,46801,53,BENIGN
2023-07-07 19:32:10.869933,192.168.43.77,8.8.8.8,58629,53,BENIGN
2023-07-07 19:32:10.870001,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,58439,53,BENIGN
2023-07-07 19:32:10.870045,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,50391,53,BENIGN
2023-07-07 19:32:10.871257,192.168.43.77,8.8.8.8,59379,53,BENIGN
2023-07-07 19:32:10.871329,192.168.43.77,8.8.8.8,39020,53,BENIGN
2023-07-07 19:32:10.871394,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38741,53,BENIGN
2023-07-07 19:32:10.871438,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,37999,53,BENIGN
2023-07-07 19:32:10.901663,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,58439,BENIGN
2023-07-07 19:32:10.902470,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,50391,BENIGN
2023-07-07 19:32:10.902712,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38741,BENIGN
2023-07-07 19:32:10.903035,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:822::2004,59512,443,BENIGN
2023-07-07 19:32:10.903129,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,37999,BENIGN
2023-07-07 19:32:10.903605,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:822::2003,52360,443,BENIGN
2023-07-07 19:32:10.918609,8.8.8.8,192.168.43.77,53,46801,BENIGN
2023-07-07 19:32:10.918615,8.8.8.8,192.168.43.77,53,58629,BENIGN
2023-07-07 19:32:10.918615,8.8.8.8,192.168.43.77,53,39020,BENIGN
2023-07-07 19:32:10.918667,8.8.8.8,192.168.43.77,53,59379,BENIGN
2023-07-07 19:32:10.922366,192.168.43.77,8.8.8.8,47097,53,BENIGN
2023-07-07 19:32:10.922438,192.168.43.77,8.8.8.8,51028,53,BENIGN
2023-07-07 19:32:10.922511,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38186,53,BENIGN
2023-07-07 19:32:10.922554,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,59317,53,BENIGN
2023-07-07 19:32:10.956034,2404:6800:4002:822::2004,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,59512,BENIGN
2023-07-07 19:32:10.956254,2404:6800:4002:822::2003,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,52360,BENIGN
2023-07-07 19:32:10.980044,8.8.8.8,192.168.43.77,53,47097,BENIGN
2023-07-07 19:32:10.980588,8.8.8.8,192.168.43.77,53,51028,BENIGN
2023-07-07 19:32:10.980933,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38186,BENIGN
2023-07-07 19:32:10.981430,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,59317,BENIGN
2023-07-07 19:32:10.983416,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b1:e04:d30c:0:6744:7ce9,52406,80,BENIGN
2023-07-07 19:32:10.990365,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8390:3a10:8739:60c:6811:d2f3,52406,80,BENIGN
2023-07-07 19:32:10.990415,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:8390:3a10:8739:60c:6811:d2f3,37274,443,BENIGN
2023-07-07 19:32:10.991159,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4002:81a::200e,37274,443,BENIGN
2023-07-07 19:32:11.013921,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,443,59512,BENIGN
2023-07-07 19:32:11.055129,2606:4700:8390:3a10:8739:60c:6811:d2f3,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,37274,BENIGN
2023-07-07 19:32:11.069338,2606:4700:91b1:e04:d30c:0:6744:7ce9,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,80,52406,BENIGN
2023-07-07 19:32:11.089970,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:90d6:c099:810c:0:73c5:6b1b,443,60188,BENIGN
2023-07-07 19:32:11.182942,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,41345,53,BENIGN
2023-07-07 19:32:11.183128,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,42435,53,BENIGN
2023-07-07 19:32:11.183838,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,38574,53,BENIGN
2023-07-07 19:32:11.183993,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,34783,53,BENIGN
2023-07-07 19:32:11.184919,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,55975,53,BENIGN
2023-07-07 19:32:11.185108,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,34920,53,BENIGN
2023-07-07 19:32:11.185436,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,41345,BENIGN
2023-07-07 19:32:11.185783,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,39729,53,BENIGN
2023-07-07 19:32:11.185936,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,34492,53,BENIGN
2023-07-07 19:32:11.185990,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,38574,BENIGN
2023-07-07 19:32:11.186004,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,42435,BENIGN
2023-07-07 19:32:11.187201,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2606:4700:91b1:e04:d30c:0:6744:7ce9,52422,80,BENIGN
2023-07-07 19:32:11.187218,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,34783,BENIGN
2023-07-07 19:32:11.187217,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,55975,BENIGN
2023-07-07 19:32:11.187328,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,34920,BENIGN
2023-07-07 19:32:11.188045,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,39729,BENIGN
2023-07-07 19:32:11.188185,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,34492,BENIGN
2023-07-07 19:32:11.307891,2606:4700:91b1:e04:d30c:0:6744:7ce9,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,80,52422,BENIGN
2023-07-07 19:32:11.477505,192.168.43.77,8.8.8.8,58446,53,BENIGN
2023-07-07 19:32:11.477714,192.168.43.77,8.8.8.8,52640,53,BENIGN
2023-07-07 19:32:11.519978,8.8.8.8,192.168.43.77,53,52640,BENIGN
2023-07-07 19:32:11.520097,8.8.8.8,192.168.43.77,53,58446,BENIGN
2023-07-07 19:32:11.615495,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2a03:2880:f044:10:face:b00c:0:3,443,45494,BENIGN
2023-07-07 19:32:11.638923,192.168.43.77,8.8.8.8,33611,53,BENIGN
2023-07-07 19:32:11.639136,192.168.43.77,8.8.8.8,50561,53,BENIGN
2023-07-07 19:32:11.639335,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,34950,53,BENIGN
2023-07-07 19:32:11.639488,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2401:4900:598e:e314::a0,51795,53,BENIGN
2023-07-07 19:32:11.668569,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,34950,BENIGN
2023-07-07 19:32:11.669147,2401:4900:598e:e314::a0,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,53,51795,BENIGN
2023-07-07 19:32:11.671608,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,2404:6800:4003:c00::9b,56384,443,BENIGN
2023-07-07 19:32:11.721926,8.8.8.8,192.168.43.77,53,50561,BENIGN
2023-07-07 19:32:11.756768,8.8.8.8,192.168.43.77,53,33611,BENIGN
2023-07-07 19:32:11.814049,2404:6800:4003:c00::9b,2401:4900:598e:e314:e246:dceb:3cfb:fbd9,443,56384,BENIGN
2023-07-07 19:32:11.884609,192.168.43.77,8.8.8.8,50773,53,BENIGN
2023-07-07 19:32:11.884685,192.168.43.77,8.8.8.8,47148,53,BENIGN
