 Bwd IAT Max, Bwd URG Flags, Total Backward Packets, Fwd IAT Max, Active Max, URG Flag Count, Bwd Packet Length Mean, act_data_pkt_fwd, Bwd Packet Length Std, PSH Flag Count, ACK Flag Count, Avg Fwd Segment Size,Flow Bytes/s, Fwd Avg Bulk Rate,Active Mean,Bwd Packet Length Max,Init_Win_bytes_forward,Idle Mean
0,0,0,0.11162500000000003,0.452838,0,0,4,0,4,11,67.33333333333333,0.0377365,4964.247700060507,0.21924516666666669,0,64240,0.024547833333333335
0,0,0,0.13526700000000003,0.451042,0,0,4,0,4,10,73.45454545454545,0.04100381818181818,4868.726194012975,0.23545236363636365,0,64240,0.03255018181818182
0,0,0,0.129966,0.446927,0,0,4,0,4,10,57.714285714285715,0.03192335714285714,5182.054339970509,0.2538922857142857,0,64240,0.014983428571428573
0,0,0,0.114768,0.445559,0,0,4,0,4,10,62.15384615384615,0.03427376923076923,5108.189936686275,0.2285724615384615,0,64240,0.015638076923076925
0,0,1,0,0.058676,0,153.0,0,0.0,0,0,62.15384615384615,0.058676,0,0.058676,153.0,0,0.0
0,0,1,0.155453,0.470996,0,60.0,6,0.0,6,13,392.25,0.03623046153846154,21337.760830240597,0.3136995384615385,60.0,0,0.024411692307692304
0,0,1,0,0.071441,0,104.0,0,0.0,0,0,392.25,0.071441,0,0.071441,104.0,0,0.0
0,0,1,1.388236,1.757472,0,60.0,25,0.0,19,37,930.9166666666666,0.04749924324324324,39202.90052985197,0.3126403243243244,60.0,0,0.04045791891891892
0,0,1,0.004705999999999988,0.452679,0,60.0,7,0.0,6,13,392.25,0.03482146153846154,22174.653562458167,0.287093,60.0,0,0.0004346153846153837
0,0,1,0.023622000000000032,0.445477,0,60.0,7,0.0,6,12,427.90909090909093,0.037123083333333334,22416.42104979606,0.2736959166666667,60.0,0,0.001968583333333334
0,0,1,0.0012099999999999889,0.446719,0,60.0,7,0.0,6,13,392.25,0.034363,22470.501590485295,0.3025602307692308,60.0,0,0.00014392307692307567
0,0,1,0.142258,0.450911,0,60.0,6,0.0,6,11,470.7,0.04099190909090909,22030.955110875537,0.30075145454545454,60.0,0,0.02171245454545454
0,0,0,0,0,0,0,0,0,0,0,470.7,0,0,0.30075145454545454,0,0,0
0,0,0,0,0,0,0,0,0,0,0,470.7,0,0,0.30075145454545454,0,0,0
0,0,0,0,0,0,0,1,0,0,0,49.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,49.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,38.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,38.0,0.0,0,0.0,0,0,0.0
0,0,1,0,0.040343,0,208.0,0,0.0,0,0,38.0,0.040343,0,0.040343,208.0,0,0.0
0,0,1,0,0.039775,0,181.0,0,0.0,0,0,38.0,0.039775,0,0.039775,181.0,0,0.0
0,0,1,0,0.040711,0,177.0,0,0.0,0,0,38.0,0.040711,0,0.040711,177.0,0,0.0
0,0,0,0.10005900000000001,0.966936,0,0,5,0,5,13,122.57142857142857,0.06906685714285714,3859.6142867780286,0.26812714285714284,0,64900,0.020386857142857144
0,0,1,0,0.048562,0,212.0,0,0.0,0,0,122.57142857142857,0.048562,0,0.048562,212.0,0,0.0
0,0,1,0.69681,0.966744,0,32.0,8,0.0,6,14,669.4615384615385,0.06905314285714285,18273.710516951745,0.30002135714285716,32.0,0,0.05536407142857143
0,0,0,0,0,0,0,1,0,0,0,51.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,51.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,40.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,40.0,0.0,0,0.0,0,0,0.0
0,0,1,0,0.19177,0,139.0,0,0.0,0,0,40.0,0.19177,0,0.19177,139.0,0,0.0
0,0,1,0,0.191742,0,87.0,0,0.0,0,0,40.0,0.191742,0,0.191742,87.0,0,0.0
0,0,0,1.1175669999999998,7.31831,0,0,13,0,13,40,66.95121951219512,0.17849536585365855,1042.5904341302842,2.5676190731707313,0,64240,0.08922492682926829
0,0,1,0,0.240733,0,108.0,0,0.0,0,0,66.95121951219512,0.240733,0,0.240733,108.0,0,0.0
0,0,1,0,0.244244,0,108.0,0,0.0,0,0,66.95121951219512,0.244244,0,0.244244,108.0,0,0.0
0,0,0,0.409042,1.940443,0,0,4,0,4,9,62.15384615384615,0.14926484615384614,1166.743882711319,1.1397446923076924,0,64240,0.09050107692307693
0,0,1,2.760822,7.714531,0,60.0,31,0.0,25,43,1090.8139534883721,0.17533025,12451.567049247711,2.7655304090909087,60.0,0,0.1247620909090909
0,0,1,0.409212,1.940288,0,60.0,5,0.0,5,11,495.2,0.17638981818181818,5372.398324372464,1.3116626363636366,60.0,0,0.06989818181818182
0,0,0,0,0,0,0,1,0,0,0,64.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,64.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,53.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,53.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,61.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,61.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,50.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,50.0,0.0,0,0.0,0,0,0.0
0,0,1,0,0.048449,0,97.0,0,0.0,0,0,50.0,0.048449,0,0.048449,97.0,0,0.0
0,0,1,0,0.054163,0,112.0,0,0.0,0,0,50.0,0.054163,0,0.054163,112.0,0,0.0
0,0,1,0,0.049417,0,78.0,0,0.0,0,0,50.0,0.049417,0,0.049417,78.0,0,0.0
0,0,1,0,0.049476,0,66.0,0,0.0,0,0,50.0,0.049476,0,0.049476,66.0,0,0.0
0,0,0,0.135936,1.524244,0,0,11,0,11,108,13.155963302752294,0.01398388990825688,4175.184550505038,0.8906426605504585,0,64900,0.005851192660550457
0,0,0,0,0,0,0,1,0,0,0,49.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,49.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,38.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,38.0,0.0,0,0.0,0,0,0.0
0,0,0,0.129877,0.646139,0,0,4,0,4,12,60.92307692307692,0.049703000000000004,3107.6904505067796,0.37819053846153844,0,64900,0.013340769230769229
0,0,1,0.09160099999999993,1.586283,0,40.0,166,0.0,144,178,1634.2598870056497,0.008911702247191011,368277.2872179806,1.0217999550561796,40.0,0,0.003266370786516854
0,0,1,0,0.100947,0,81.0,0,0.0,0,0,1634.2598870056497,0.100947,0,0.100947,81.0,0,0.0
0,0,1,0,0.106101,0,85.0,0,0.0,0,0,1634.2598870056497,0.106101,0,0.106101,85.0,0,0.0
0,0,1,0,0.03998,0,54.0,0,0.0,0,0,1634.2598870056497,0.03998,0,0.03998,54.0,0,0.0
0,0,0,0.09059,0.475151,0,0,4,0,4,12,60.92307692307692,0.03655007692307692,4226.024989950563,0.2219622307692308,0,64900,0.023845230769230768
0,0,0,0.09867200000000001,0.437129,0,0,4,0,4,11,49.5,0.0273205625,4703.417069103171,0.2137546875,0,64900,0.0253708125
0,0,0,0.07240200000000001,0.342992,0,0,4,0,4,11,66.0,0.02858266666666667,5761.067313523347,0.18139950000000002,0,64900,0.016195333333333336
0,0,0,0.080368,0.399423,0,0,4,0,4,11,56.57142857142857,0.028530214285714284,5047.280702413232,0.21345514285714287,0,64900,0.025271285714285715
0,0,0,0.082256,0.399149,0,0,4,0,4,11,66.0,0.03326241666666666,4950.532257377571,0.20467816666666663,0,64900,0.020446
0,0,0,0.063995,1.368331,0,0,22,0,22,110,52.7027027027027,0.012327306306306306,11152.272366846912,0.45821778378378375,0,64900,0.003324747747747747
0,0,1,0,0.047272,0,100.0,0,0.0,0,0,52.7027027027027,0.047272,0,0.047272,100.0,0,0.0
0,0,1,0.07580400000000001,0.646044,0,40.0,5,0.0,4,9,660.625,0.07178266666666666,16757.3725628595,0.35476366666666664,40.0,0,0.011472333333333326
0,0,1,0,0.04816,0,131.0,0,0.0,0,0,660.625,0.04816,0,0.04816,131.0,0,0.0
0,0,1,0,0.048368,0,85.0,0,0.0,0,0,660.625,0.048368,0,0.048368,85.0,0,0.0
0,0,0,0.8599230000000001,1.311671,0,0,6,0,6,16,70.05882352941177,0.07715711764705882,2349.6745754080102,0.358035705882353,0,64240,0.06352905882352942
0,0,1,0,0.136842,0,109.0,0,0.0,0,0,70.05882352941177,0.136842,0,0.136842,109.0,0,0.0
0,0,1,0.0064599999999999935,0.342865,0,40.0,4,0.0,4,8,814.5714285714286,0.042858125,33914.22279906086,0.185944,40.0,0,0.0008074999999999992
0,0,1,0.10369099999999998,1.368242,0,40.0,134,0.0,118,150,1472.7718120805368,0.009121613333333334,324259.88969787507,0.48496914000000013,40.0,0,0.0021050466666666674
0,0,1,0.13112700000000002,0.437067,0,40.0,6,0.0,5,11,572.4,0.039733363636363636,26924.93370581627,0.22128900000000004,40.0,0,0.027070545454545458
0,0,1,0.13903900000000002,0.399383,0,40.0,6,0.0,5,9,715.5,0.04437588888888889,29305.203276053315,0.213849,40.0,0,0.024163000000000004
0,0,1,0.008871999999999991,0.399092,0,40.0,4,0.0,4,8,814.5714285714286,0.0498865,29136.139035610835,0.21405762500000003,40.0,0,0.0014016249999999966
0,0,1,0.167162,0.475105,0,40.0,5,0.0,4,9,712.75,0.052789444444444444,24541.943359888868,0.23345133333333334,40.0,0,0.03361811111111111
0,0,1,0.170957,1.311653,0,52.0,9,0.0,9,13,750.1666666666666,0.10089638461538461,14092.141747855569,0.4328898461538462,52.0,0,0.02560707692307692
0,0,0,0,0,0,0,0,0,0,0,750.1666666666666,0,0,0.4328898461538462,0,0,0
0,0,0,0,0,0,0,0,0,0,0,750.1666666666666,0,0,0.4328898461538462,0,0,0
0,0,1,0,0.196459,0,116.0,0,0.0,0,0,750.1666666666666,0.196459,0,0.196459,116.0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,54.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,54.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,43.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,43.0,0.0,0,0.0,0,0,0.0
0,0,1,0,0.025334,0,71.0,0,0.0,0,0,43.0,0.025334,0,0.025334,71.0,0,0.0
0,0,1,0,0.029437,0,102.0,0,0.0,0,0,43.0,0.029437,0,0.029437,102.0,0,0.0
0,0,1,0,0.029865,0,123.0,0,0.0,0,0,43.0,0.029865,0,0.029865,123.0,0,0.0
0,0,1,0,0.038139,0,154.0,0,0.0,0,0,43.0,0.038139,0,0.038139,154.0,0,0.0
0,0,0,0.275273,0.513056,0,0,5,0,5,9,103.0,0.05130559999999999,4654.4626707415955,0.17829509999999998,0,64900,0.0438095
0,0,0,0,0,0,0,1,0,0,0,50.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,50.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,39.0,0.0,0,0.0,0,0,0.0
0,0,0,0,0,0,0,1,0,0,0,39.0,0.0,0,0.0,0,0,0.0
0,0,0,0.6007739999999999,2.826406,0,0,83,0,0,0,149.27710843373495,0.034053084337349396,6474.653676789534,1.4176792891566266,0,0,0.020338060240963848
0,0,1,0,0.025756,0,102.0,0,0.0,0,0,149.27710843373495,0.025756,0,0.025756,102.0,0,0.0
0,0,1,0,0.025709,0,90.0,0,0.0,0,0,149.27710843373495,0.025709,0,0.025709,90.0,0,0.0
0,0,0,0.14911100000000002,10.294358,0,0,1,0,1,4,83.6,2.0588716000000002,97.52915140507062,2.1169376,0,64900,0.03918680000000001
0,0,0,0.20880899999999997,10.294256,0,0,1,0,1,4,83.6,2.0588512000000003,97.53011776664579,2.1308216,0,64900,0.0516156
0,0,1,0.206967,0.512891,0,40.0,5,0.0,5,10,513.7777777777778,0.0512891,18592.64444102158,0.26547489999999996,40.0,0,0.0324931
0,0,1,0.07497100000000001,10.400194,0,40.0,1,0.0,1,4,233.66666666666666,2.6000485,144.0357747172793,2.6911020000000003,40.0,0,0.018742750000000002
0,0,1,0.08241699999999999,10.371,0,40.0,1,0.0,1,4,233.66666666666666,2.59275,144.44123035387136,2.71421675,40.0,0,0.020604249999999998
